40853.471,70232.269,-185.5246537
40853.471,70202.147,-187.8224462
40853.471,70172.026,-189.5372706
40823.693,70172.026,-172.3238461
40853.471,70141.904,-190.6736756
40823.693,70141.904,-173.2154258
40853.471,70111.782,-191.9478591
40823.693,70111.782,-174.1476074
40793.914,70111.782,-156.342515
40853.471,70081.661,-189.881415
40823.693,70081.661,-171.9373302
40793.914,70081.661,-154.0186242
40853.471,70051.539,-189.3804697
40823.693,70051.539,-171.0707479
40793.914,70051.539,-152.7689931
40764.136,70051.539,-134.4538066
40853.471,70021.417,-189.5664697
40823.693,70021.417,-170.6687641
40793.914,70021.417,-151.7112033
40764.136,70021.417,-132.6812781
40853.471,69991.296,-188.0274487
40823.693,69991.296,-168.3509148
40793.914,69991.296,-148.5605686
40764.136,69991.296,-128.7358233
40734.357,69991.296,-110.5755808
40853.471,69961.174,-183.440062
40823.693,69961.174,-163.1207482
40793.914,69961.174,-142.7663784
40764.136,69961.174,-122.5933125
40734.357,69961.174,-106.0778519
40853.471,69931.052,-180.1448088
40823.693,69931.052,-159.3977572
40793.914,69931.052,-138.6492343
40764.136,69931.052,-118.211626
40734.357,69931.052,-102.5268211
40704.579,69931.052,-86.89902868
40853.471,69900.931,-178.2730021
40823.693,69900.931,-157.3129639
40793.914,69900.931,-136.3499007
40764.136,69900.931,-115.7500895
40734.357,69900.931,-100.4648172
40704.579,69900.931,-85.1746766
40674.801,69900.931,-73.05188711
40853.471,69870.809,-176.1588111
40823.693,69870.809,-155.1243178
40793.914,69870.809,-134.101121
40764.136,69870.809,-113.4872213
40734.357,69870.809,-98.42512843
40704.579,69870.809,-83.51893289
40674.801,69870.809,-72.01308362
40823.693,69840.687,-152.7821874
40793.914,69840.687,-131.8289908
40764.136,69840.687,-111.3408091
40734.357,69840.687,-96.41184543
40704.579,69840.687,-81.9994592
40674.801,69840.687,-71.32228628
40645.022,69840.687,-65.18190527
40764.136,69810.566,-111.3121029
40734.357,69810.566,-96.3511354
40704.579,69810.566,-82.21652023
40674.801,69810.566,-72.00274518
40645.022,69810.566,-66.4330488
40704.579,69780.444,-84.0881418
40674.801,69780.444,-74.06345081
40645.022,69780.444,-68.8383003
40615.244,69780.444,-63.28579663
40674.801,69750.323,-76.49806582
40645.022,69750.323,-72.09990942
40615.244,69750.323,-67.95842726
40615.244,69720.201,-73.1263299
40585.466,69720.201,-69.05156552
40867.677,70277.519,-190.1937623
40867.677,70267.442,-190.8381952
40867.677,70257.364,-191.4987083
40857.576,70257.364,-186.1155039
40867.677,70247.287,-192.1740198
40857.576,70247.287,-186.7613826
40867.677,70237.209,-192.8666697
40857.576,70237.209,-187.417659
40847.475,70237.209,-181.9711853
40867.677,70227.132,-193.5978697
40857.576,70227.132,-188.1035721
40847.475,70227.132,-182.6097184
40867.677,70217.054,-194.4217864
40857.576,70217.054,-188.8718333
40847.475,70217.054,-183.3203717
40837.374,70217.054,-177.7684476
40867.677,70206.977,-195.3398242
40857.576,70206.977,-189.7208687
40847.475,70206.977,-184.0990622
40837.374,70206.977,-178.4758498
40867.677,70196.899,-196.2215928
40857.576,70196.899,-190.5281995
40847.475,70196.899,-184.8316608
40837.374,70196.899,-179.1335125
40827.273,70196.899,-173.4296261
40867.677,70186.822,-196.9603721
40857.576,70186.822,-191.199306
40847.475,70186.822,-185.4354755
40837.374,70186.822,-179.6702482
40827.273,70186.822,-173.900316
