40100.0000,69300.0000,-90.4656
40100.0000,69310.0780,-119.8100
40100.0000,69320.1550,-118.2460
40100.0000,69330.2330,-110.2378
40100.0000,69340.3100,-113.6072
40100.0000,69350.3880,-110.0132
40100.0000,69360.4650,-109.9165
40100.0000,69370.5430,-115.0732
40100.0000,69380.6200,-103.7118
40100.0000,69390.6980,-106.9885
40100.0000,69400.7750,-106.8438
40100.0000,69410.8530,-101.1451
40100.0000,69420.9300,-108.1822
40100.0000,69431.0080,-107.8350
40100.0000,69441.0850,-89.8491
40100.0000,69451.1630,-91.5829
40100.0000,69461.2400,-92.6101
40100.0000,69471.3180,-98.4216
40100.0000,69481.3950,-89.8610
40100.0000,69491.4730,-86.2930
40100.0000,69501.5500,-83.4021
40100.0000,69511.6280,-82.0666
40100.0000,69521.7050,-82.5294
40100.0000,69531.7830,-74.8705
40100.0000,69541.8600,-73.5319
40100.0000,69551.9380,-69.4870
40100.0000,69562.0160,-65.4901
40100.0000,69572.0930,-59.4123
40100.0000,69582.1710,-56.4992
40100.0000,69592.2480,-54.9699
40100.0000,69602.3260,-53.0564
40100.0000,69612.4030,-51.6682
40100.0000,69622.4810,-42.7407
40100.0000,69632.5580,-33.9677
40100.0000,69642.6360,-35.4862
40100.0000,69652.7130,-30.0155
40100.0000,69662.7910,-24.0218
40100.0000,69672.8680,-11.3043
40100.0000,69682.9460,6.5981
40100.0000,69693.0230,12.4191
40100.0000,69703.1010,13.8642
40100.0000,69713.1780,18.2586
40100.0000,69723.2560,21.4321
40100.0000,69733.3330,14.6100
40100.0000,69743.4110,16.7334
40100.0000,69753.4880,28.3024
40100.0000,69763.5660,29.8772
40100.0000,69773.6430,25.7799
40100.0000,69783.7210,23.8104
40100.0000,69793.7980,30.2814
40100.0000,69803.8760,24.5398
40100.0000,69813.9530,47.3420
40100.0000,69824.0310,59.8249
40100.0000,69834.1090,60.1810
40100.0000,69844.1860,69.1766
40100.0000,69854.2640,71.4160
40100.0000,69864.3410,66.9143
40100.0000,69874.4190,70.3405
40100.0000,69884.4960,73.4717
40100.0000,69894.5740,82.9965
40100.0000,69904.6510,74.4935
40100.0000,69914.7290,74.8795
40100.0000,69924.8060,88.1894
40100.0000,69934.8840,87.2804
40100.0000,69944.9610,92.5586
40100.0000,69955.0390,81.4621
40100.0000,69965.1160,83.6712
40100.0000,69975.1940,90.6168
