40100.0000,69300.0000,38.7552
40100.0000,69310.0780,44.2364
40100.0000,69320.1550,45.1558
40100.0000,69330.2330,53.3123
40100.0000,69340.3100,59.7798
40100.0000,69350.3880,57.6454
40100.0000,69360.4650,55.4450
40100.0000,69370.5430,62.1322
40100.0000,69380.6200,57.7375
40100.0000,69390.6980,60.2383
40100.0000,69400.7750,61.2567
40100.0000,69410.8530,57.8133
40100.0000,69420.9300,56.4638
40100.0000,69431.0080,69.6094
40100.0000,69441.0850,69.1685
40100.0000,69451.1630,65.2772
40100.0000,69461.2400,72.3723
40100.0000,69471.3180,65.7186
40100.0000,69481.3950,82.7344
40100.0000,69491.4730,79.7319
40100.0000,69501.5500,78.1555
40100.0000,69511.6280,75.4875
40100.0000,69521.7050,89.3109
40100.0000,69531.7830,90.3979
40100.0000,69541.8600,92.3270
40100.0000,69551.9380,87.3732
40100.0000,69562.0160,90.7911
40100.0000,69572.0930,95.7177
40100.0000,69582.1710,101.6143
40100.0000,69592.2480,100.9254
40100.0000,69602.3260,111.3670
40100.0000,69612.4030,110.0017
40100.0000,69622.4810,105.2017
40100.0000,69632.5580,119.7127
40100.0000,69642.6360,123.9581
40100.0000,69652.7130,113.9245
40100.0000,69662.7910,125.8559
40100.0000,69672.8680,140.7386
40100.0000,69682.9460,143.1095
40100.0000,69693.0230,152.4985
40100.0000,69703.1010,152.3526
40100.0000,69713.1780,151.3879
40100.0000,69723.2560,154.6402
40100.0000,69733.3330,154.7729
40100.0000,69743.4110,158.4570
40100.0000,69753.4880,162.0800
40100.0000,69763.5660,164.4846
40100.0000,69773.6430,160.8243
40100.0000,69783.7210,159.0991
40100.0000,69793.7980,155.1900
40100.0000,69803.8760,166.5280
40100.0000,69813.9530,170.4059
40100.0000,69824.0310,182.8865
40100.0000,69834.1090,184.7129
40100.0000,69844.1860,191.6380
40100.0000,69854.2640,185.2824
40100.0000,69864.3410,188.3902
40100.0000,69874.4190,188.8796
40100.0000,69884.4960,194.6948
40100.0000,69894.5740,194.2575
40100.0000,69904.6510,195.5977
40100.0000,69914.7290,202.0257
40100.0000,69924.8060,187.4263
40100.0000,69934.8840,194.8394
40100.0000,69944.9610,201.6133
40100.0000,69955.0390,190.0201
40100.0000,69965.1160,190.2823
40100.0000,69975.1940,191.4245
40100.0000,69985.2710,196.7212
40100.0000,69995.3490,204.8342
40100.0000,70005.4260,204.1303
40100.0000,70015.5040,195.8448
40100.0000,70025.5810,199.4376
40100.0000,70035.6590,197.5983
40100.0000,70045.7360,200.5185
40100.0000,70055.8140,203.4553
40100.0000,70065.8910,196.8208
40100.0000,70075.9690,204.7514
40100.0000,70086.0470,200.9283
40100.0000,70096.1240,203.9196
40100.0000,70106.2020,201.2414
40100.0000,70116.2790,201.1908
40100.0000,70126.3570,200.4817
40100.0000,70136.4340,203.4372
40100.0000,70146.5120,201.9917
40100.0000,70156.5890,199.5264
40100.0000,70166.6670,199.0897
40100.0000,70176.7440,200.4474
40100.0000,70186.8220,200.5025
40100.0000,70196.8990,197.8447
40100.0000,70206.9770,202.3078
40100.0000,70217.0540,195.9380
40100.0000,70227.1320,197.3310
40100.0000,70237.2090,197.6247
40100.0000,70247.2870,191.3494
40100.0000,70257.3640,185.0274
40100.0000,70267.4420,190.9043
40100.0000,70277.5190,186.6028
40100.0000,70287.5970,188.6771
40100.0000,70297.6740,190.1798
40100.0000,70307.7520,183.3406
40100.0000,70317.8290,179.1089
40100.0000,70327.9070,183.3275
40100.0000,70337.9850,177.1275
40100.0000,70348.0620,182.0091
40100.0000,70358.1400,177.2337
40100.0000,70368.2170,179.8815
40100.0000,70378.2950,183.1454
40100.0000,70388.3720,173.7521
40100.0000,70398.4500,174.3067
40100.0000,70408.5270,165.4390
40100.0000,70418.6050,172.9927
40100.0000,70428.6820,172.4865
40100.0000,70438.7600,168.0346
